Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
        1.175, -0.00588403502479, 0.197586730123, 1.00993275642, 6.54263353348, -0.00423520430923, 8.87438869476,  310.76385498, 315.882232666, 311.318878174, 315.199310303, 34.1078872681, 34.1078872681, 34.1078872681, 34.1078872681,          -0.5,          -0.5,          -0.5,          -0.5, 3.35232710838, 3.33150744438, 13.8303613663, -0.000650317815598, -0.0112987477332, 0.729201674461, -0.0694107785821, 0.909067749977
          1.2, -0.00677173770964, 0.224720224738, 1.01070511341, 7.38435840607, 0.00593554228544, 10.1462926865, 310.413909912, 316.180847168, 311.019500732, 315.463623047, 34.8050384521, 34.8050384521, 34.8050384521, 34.8050384521,          -0.5,          -0.5,          -0.5,          -0.5, 3.66916179657,  3.6419634819, 13.8284845352, -0.00980245042592, -0.00871398113668,  0.9030200243, -0.0727953985333, 1.14678561687
        1.225, -0.00762336654589, 0.252447396517, 1.01089453697, 8.20073413849, 0.0258933398873, 11.4174051285, 310.070678711, 316.455963135, 310.716430664, 315.722015381, 35.5925636292, 35.5925636292, 35.5925636292, 35.5925636292,          -0.5,          -0.5,          -0.5,          -0.5, 3.96616339684, 3.93004536629, 13.8263263702, -0.0206634458154, -0.0058785751462, 1.09756422043, -0.0771283507347, 1.41632509232
         1.25, -0.00841012503952, 0.280225425959, 1.01028597355, 8.96167564392, 0.0582186765969, 12.6601333618, 309.731750488, 316.714813232, 310.418670654,  315.96786499, 36.4775390625, 36.4775390625, 36.4775390625, 36.4775390625,          -0.5,          -0.5,          -0.5,          -0.5, 4.24058294296, 4.19260263443, 13.8238792419, -0.0331812277436, -0.0028624185361, 1.31182050705, -0.0824381634593,  1.7173371315
        1.275, -0.00916158035398, 0.308763444424, 1.00893247128, 9.64753913879, 0.105829484761, 13.8556642532, 309.408966064, 316.950531006, 310.137542725, 316.196228027, 37.4658699036, 37.4658699036, 37.4658699036, 37.4658699036,          -0.5,          -0.5,          -0.5,          -0.5,  4.5011973381, 4.43825387955, 13.8211250305, -0.0470867007971, 0.000234995022765, 1.54410994053, -0.0886865854263, 2.04883885384
          1.3, -0.00976639520377, 0.336790919304,  1.0066151619, 10.2384681702, 0.171582117677, 14.9972496033,  309.11819458, 317.144592285, 309.866027832,  316.40447998, 38.5629501343, 38.5629501343, 38.5629501343, 38.5629501343,          -0.5,          -0.5,          -0.5,          -0.5, 4.73934412003, 4.65812778473, 13.8180627823, -0.062062650919, 0.00333906081505, 1.79234111309, -0.0957675725222, 2.40956926346
        1.325, -0.0101845627651, 0.363805413246, 1.00338375568, 10.6958789825, 0.258588075638, 16.0716438293, 308.862182617, 317.301849365, 309.603210449, 316.587463379, 39.7709121704, 39.7709121704, 39.7709121704, 39.7709121704,          -0.5,          -0.5,          -0.5,          -0.5, 4.94561767578, 4.84268569946, 13.8147106171, -0.0780568793416, 0.00632304511964,  2.0536506176, -0.103478133678, 2.79805135727
         1.35, -0.0103990575299, 0.38979139924, 0.999243021011, 10.9964838028, 0.365817815065, 17.0575771332, 308.639099121,  317.42565918, 309.354125977,  316.74206543, 41.0882110596, 41.0882110596, 41.0882110596, 41.0882110596,          -0.5,          -0.5,          -0.5,          -0.5, 5.12224626541, 4.99418973923, 13.8110990524, -0.0948822125793, 0.00912600755692, 2.32437205315, -0.11154768616, 3.21236658096
        1.375, -0.0105733908713, 0.415062010288, 0.994460582733, 11.1310462952, 0.490480691195,  17.946811676, 308.464172363, 317.508178711, 309.136230469, 316.866149902, 42.5113792419, 42.5113792419, 42.5113792419, 42.5113792419,          -0.5,          -0.5,          -0.5,          -0.5, 5.27287197113, 5.11640167236, 13.8072366714, -0.112170092762, 0.0116634741426, 2.60042858124, -0.119704924524, 3.65016961098
          1.4, -0.0104670180008, 0.438256204128, 0.989288210869, 11.0872983932, 0.627915084362, 18.7415180206, 308.348297119, 317.546386719, 308.957183838, 316.962860107, 44.0375213623, 44.0375213623, 44.0375213623, 44.0375213623,          -0.5,          -0.5,          -0.5,          -0.5, 5.39240312576, 5.20450973511, 13.8031520844, -0.129749983549, 0.0139103950933, 2.87755346298, -0.127694576979, 4.10912466049
